leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.05,0.85,1.0,1.0,433.07985,433.45045
0.05,0.85,1.0,0.0,435.52345,
0.05,0.85,1.0,1.0,439.35255,439.6976
0.05,0.85,-1.0,0.0,447.04175,
0.05,0.85,1.0,1.0,452.34635,455.6803
0.05,0.85,1.0,1.0,460.0076,460.3516
0.05,0.85,1.0,1.0,463.89605,466.53725
0.05,0.85,1.0,1.0,469.9241,473.99085
0.05,0.85,1.0,1.0,476.06515,476.29245
0.05,0.85,1.0,1.0,480.457,481.2289
0.05,0.85,1.0,1.0,485.44515,486.4335
0.05,0.85,1.0,1.0,488.7069,489.41895
0.05,0.85,1.0,1.0,491.89155,492.4897
0.85,0.05,-1.0,1.0,495.1772,495.90155
0.85,0.05,1.0,0.0,498.3785,
0.85,0.05,1.0,0.0,505.4459,
0.85,0.05,1.0,0.0,511.961,
0.85,0.05,1.0,0.0,518.09995,
0.85,0.05,1.0,0.0,524.0159,
0.85,0.05,1.0,0.0,530.0376,
0.85,0.05,,,538.25935,
0.85,0.05,,,546.3653,
0.85,0.05,1.0,0.0,555.72495,
0.85,0.05,,,558.3488,
0.85,0.05,1.0,0.0,566.45185,
0.85,0.05,1.0,0.0,568.7089,
0.85,0.05,1.0,0.0,572.7966,
0.85,0.05,1.0,0.0,578.1004,
0.85,0.05,,,581.32215,
0.85,0.05,1.0,0.0,590.3284,
0.85,0.05,-1.0,1.0,592.98865,595.20065
0.85,0.05,,,603.70575,
0.85,0.05,1.0,1.0,613.05745,613.47125
0.85,0.05,1.0,0.0,617.21805,
0.85,0.05,-1.0,1.0,619.7968,620.51045
0.85,0.05,1.0,0.0,622.8848,
0.85,0.05,1.0,0.0,625.8428,
0.85,0.05,-1.0,1.0,634.2959,634.8823
0.85,0.05,-1.0,1.0,636.9555,637.70145
0.85,0.05,1.0,0.0,640.37535,
0.85,0.05,1.0,0.0,642.948,
0.85,0.05,,,652.2448,
0.85,0.05,1.0,0.0,660.98205,
0.85,0.05,,,663.7926,
0.85,0.05,-1.0,0.0,672.8924,
0.85,0.05,,,676.10575,
0.85,0.05,1.0,0.0,684.2147,
0.85,0.05,1.0,0.0,687.27465,
0.85,0.05,1.0,0.0,691.65565,
0.85,0.05,1.0,0.0,695.949,
0.85,0.05,1.0,0.0,698.71765,
0.85,0.05,1.0,0.0,704.41715,
0.85,0.05,1.0,0.0,708.95875,
0.85,0.05,-1.0,0.0,718.2422,
0.85,0.05,1.0,0.0,724.61165,
0.85,0.05,1.0,0.0,728.84135,
0.85,0.05,1.0,0.0,734.3243,
0.85,0.05,,,746.57365,
0.85,0.05,,,754.6753,
0.85,0.05,,,762.7782,
0.85,0.05,,,770.88525,
0.85,0.05,-1.0,1.0,778.9873,780.27895
0.85,0.05,1.0,0.0,784.97625,
0.85,0.05,1.0,0.0,787.77765,
0.85,0.05,1.0,0.0,789.9229,
0.85,0.05,1.0,0.0,792.9905,
0.85,0.05,1.0,0.0,796.36935,
0.85,0.05,1.0,0.0,799.96155,
0.85,0.05,1.0,1.0,802.5441,807.80255
0.85,0.05,1.0,0.0,811.44995,
0.85,0.05,1.0,0.0,814.0648,
0.85,0.05,1.0,0.0,816.7336,
0.85,0.05,1.0,0.0,819.3006,
0.85,0.05,1.0,0.0,824.2268,
0.85,0.05,1.0,0.0,826.6183,
0.85,0.05,1.0,0.0,831.47985,
0.85,0.05,,,837.6128,
0.85,0.05,-1.0,0.0,845.7157,
0.85,0.05,,,854.62125,
0.85,0.05,1.0,0.0,862.7233,
0.85,0.05,-1.0,1.0,868.6072,869.1468
0.85,0.05,1.0,0.0,872.8633,
0.85,0.05,1.0,0.0,875.82715,
0.85,0.05,1.0,0.0,878.4979,
0.85,0.05,,,886.255,
0.85,0.05,1.0,0.0,894.35795,
0.85,0.05,1.0,0.0,897.0008,
0.85,0.05,-1.0,1.0,903.4583,905.5566
0.85,0.05,1.0,0.0,908.7275,
0.85,0.05,1.0,0.0,912.2037,
0.85,0.05,1.0,0.0,917.17525,
0.85,0.05,1.0,0.0,920.2919,
0.85,0.05,1.0,0.0,925.45845,
0.85,0.05,1.0,0.0,934.19025,
0.85,0.05,,,941.75725,
0.85,0.05,1.0,0.0,949.86025,
0.85,0.05,-1.0,1.0,953.81765,957.27095
0.85,0.05,1.0,1.0,959.54405,959.83525
0.85,0.05,1.0,0.0,963.67385,
0.85,0.05,1.0,0.0,967.26215,
0.85,0.05,1.0,0.0,969.6182,
0.85,0.05,1.0,0.0,972.57175,
0.85,0.05,1.0,0.0,978.4995,
0.85,0.05,1.0,0.0,985.38585,
0.85,0.05,-1.0,1.0,993.1729,993.81705
0.85,0.05,1.0,0.0,997.25575,
0.85,0.05,1.0,0.0,1001.0203,
0.85,0.05,1.0,0.0,1003.72085,
0.85,0.05,1.0,0.0,1009.0844,
0.85,0.05,1.0,0.0,1013.32635,
0.85,0.05,,,1017.2456,
0.85,0.05,-1.0,1.0,1025.3477,1030.85995
0.85,0.05,1.0,0.0,1033.33335,
0.85,0.05,1.0,0.0,1035.9094,
0.85,0.05,-1.0,1.0,1038.50535,1038.8584
0.85,0.05,1.0,0.0,1041.53315,
0.85,0.05,1.0,0.0,1044.18705,
0.85,0.05,-1.0,1.0,1051.6168,1055.40575
0.85,0.05,-1.0,1.0,1060.7363,1062.23425
0.85,0.05,-1.0,1.0,1064.6093,1066.6396
0.85,0.05,1.0,0.0,1069.14385,
0.85,0.05,-1.0,1.0,1072.0201,1076.7354
0.85,0.05,1.0,0.0,1079.40945,
0.85,0.05,-1.0,1.0,1082.5089,1084.0347
0.85,0.05,-1.0,0.0,1087.00285,
0.85,0.05,,,1090.3308,
0.85,0.05,-1.0,1.0,1098.4399,1099.04825
0.85,0.05,-1.0,1.0,1102.9268,1105.54265
0.85,0.05,1.0,0.0,1107.61715,
0.85,0.05,,,1110.94205,
0.85,0.05,,,1119.04905,
0.85,0.05,1.0,1.0,1127.1531,1127.74505
0.85,0.05,1.0,0.0,1130.4179,
0.85,0.05,,,1134.07485,
0.85,0.05,,,1142.17755,
0.85,0.05,-1.0,1.0,1150.28725,1151.00525
0.85,0.05,-1.0,1.0,1155.40335,1157.944
0.85,0.05,-1.0,1.0,1162.34725,1162.65535
0.85,0.05,1.0,0.0,1164.72975,
0.85,0.05,1.0,0.0,1168.18235,
0.85,0.05,,,1170.99675,
0.85,0.05,-1.0,1.0,1179.09875,1180.01125
0.85,0.05,1.0,0.0,1182.48465,
0.85,0.05,,,1187.99335,
0.85,0.05,-1.0,1.0,1196.09565,1200.6164
0.85,0.05,-1.0,1.0,1203.682,1207.94205
0.85,0.05,-1.0,1.0,1210.3147,1214.2455
0.85,0.05,-1.0,1.0,1218.8148,1224.6857
0.85,0.05,1.0,0.0,1226.7601,
0.85,0.05,-1.0,0.0,1233.48065,
0.85,0.05,-1.0,1.0,1238.05025,1240.76485
0.85,0.05,,,1243.0393,
0.85,0.05,1.0,0.0,1251.14105,
0.85,0.05,,,1257.5946,
0.85,0.05,-1.0,1.0,1265.73075,1266.77545
0.85,0.05,1.0,0.0,1270.6948,
0.85,0.05,-1.0,1.0,1274.715,1280.08745
0.85,0.05,,,1282.8779,
0.85,0.05,1.0,0.0,1290.98095,
0.85,0.05,-1.0,1.0,1293.6998,1294.42675
0.85,0.05,1.0,0.0,1296.80265,
0.85,0.05,-1.0,1.0,1303.39455,1305.11685
0.85,0.05,,,1308.92915,
0.85,0.05,-1.0,0.0,1317.0301,
0.85,0.05,-1.0,1.0,1324.1348,1325.2065
0.85,0.05,1.0,0.0,1327.48235,
0.85,0.05,-1.0,1.0,1332.8021,1333.11915
0.85,0.05,1.0,0.0,1335.79225,
0.85,0.05,-1.0,1.0,1343.36675,1346.0849
0.85,0.05,-1.0,1.0,1348.46025,1353.1935
0.85,0.05,,,1355.86575,
0.85,0.05,,,1363.9688,
0.85,0.05,-1.0,1.0,1372.07085,1377.4791
0.85,0.05,-1.0,1.0,1379.5535,1382.7197
0.85,0.05,,,1385.194,
0.85,0.05,-1.0,1.0,1393.2993,1397.88415
0.85,0.05,-1.0,1.0,1400.1591,1400.89305
0.85,0.05,,,1402.9689,
0.85,0.05,1.0,0.0,1411.10535,
0.85,0.05,,,1414.455,
0.85,0.05,-1.0,0.0,1422.5568,
0.85,0.05,-1.0,1.0,1428.8179,1432.4552
0.85,0.05,-1.0,0.0,1435.8798,
0.85,0.05,-1.0,0.0,1445.3622,
0.85,0.05,-1.0,1.0,1453.6577,1454.1085
0.85,0.05,-1.0,1.0,1456.48805,1460.2578
0.85,0.05,,,1464.10845,
0.85,0.05,1.0,0.0,1478.29695,
0.85,0.05,1.0,0.0,1486.24525,
0.85,0.05,,,1491.01695,
0.85,0.05,,,1499.11795,
0.85,0.05,-1.0,1.0,1507.2205,1509.9002
0.85,0.05,,,1512.92405,
0.85,0.05,,,1523.5514,
0.85,0.05,-1.0,1.0,1533.88175,1534.11905
0.85,0.05,-1.0,1.0,1536.1937,1539.312
0.85,0.05,-1.0,1.0,1541.585,1543.41005
0.85,0.05,-1.0,1.0,1546.96765,1549.8246
0.85,0.05,-1.0,1.0,1552.1011,1557.5936
0.85,0.05,1.0,1.0,1559.66965,1560.98405
0.85,0.05,-1.0,1.0,1563.68345,1564.08235
0.85,0.05,1.0,0.0,1569.4069,
0.85,0.05,-1.0,1.0,1573.5773,1574.3631
0.85,0.05,1.0,0.0,1577.0369,
0.85,0.05,-1.0,1.0,1579.97055,1581.65645
0.85,0.05,-1.0,1.0,1583.73385,1584.6832
0.85,0.05,-1.0,1.0,1587.6039,1589.7276
0.85,0.05,-1.0,1.0,1592.00085,1593.9236
0.85,0.05,-1.0,0.0,1596.9175,
0.85,0.05,-1.0,1.0,1600.866,1601.043
0.85,0.05,-1.0,1.0,1603.3156,1604.0356
0.85,0.05,1.0,0.0,1606.4138,
0.85,0.05,-1.0,1.0,1615.8148,1616.16545
0.85,0.05,-1.0,1.0,1618.24055,1620.7666
0.85,0.05,-1.0,1.0,1623.4403,1623.7823
0.85,0.05,-1.0,1.0,1627.14625,1630.4911
0.05,0.9,-1.0,0.0,1632.5733,
0.05,0.9,-1.0,0.0,1636.2221,
0.05,0.9,-1.0,0.0,1639.52815,
0.05,0.9,-1.0,0.0,1642.1825,
0.05,0.9,,,1647.19095,
0.05,0.9,-1.0,0.0,1657.9238,
0.05,0.9,,,1663.0469,
0.05,0.9,-1.0,0.0,1671.1505,
0.05,0.9,-1.0,0.0,1676.85455,
0.05,0.9,,,1679.63595,
0.05,0.9,-1.0,1.0,1687.73955,1688.8505
0.05,0.9,1.0,1.0,1691.33065,1692.69405
0.05,0.9,1.0,1.0,1694.769,1696.15725
0.05,0.9,1.0,1.0,1698.4327,1698.6756
0.05,0.9,,,1704.07095,
0.05,0.9,1.0,1.0,1712.17865,1712.7452
0.05,0.9,,,1717.9716,
0.05,0.9,-1.0,0.0,1726.07215,
0.05,0.9,1.0,1.0,1733.2458,1734.3487
0.05,0.9,-1.0,0.0,1737.21635,
0.05,0.9,-1.0,0.0,1741.5571,
0.05,0.9,-1.0,0.0,1747.2126,
0.05,0.9,-1.0,0.0,1756.14735,
0.05,0.9,-1.0,0.0,1761.43645,
0.05,0.9,,,1766.5247,
0.05,0.9,-1.0,0.0,1774.6386,
0.05,0.9,-1.0,0.0,1782.42905,
0.05,0.9,,,1785.07885,
0.05,0.9,-1.0,0.0,1793.2131,
0.05,0.9,,,1801.27995,
0.05,0.9,-1.0,0.0,1809.38245,
0.05,0.9,-1.0,0.0,1817.41975,
0.05,0.9,,,1823.9062,
0.05,0.9,-1.0,0.0,1832.0082,
0.05,0.9,,,1839.85045,
0.05,0.9,,,1847.9505,
0.05,0.9,,,1856.05245,
0.05,0.9,-1.0,0.0,1864.15725,
0.05,0.9,1.0,1.0,1869.59955,1870.1267
0.05,0.9,,,1874.3792,
0.05,0.9,1.0,1.0,1882.4852,1883.0307
0.05,0.9,-1.0,0.0,1889.50915,
0.05,0.9,,,1897.07615,
0.05,0.9,,,1905.1807,
0.05,0.9,,,1913.2859,
0.05,0.9,,,1921.38885,
0.05,0.9,-1.0,0.0,1929.5004,
0.05,0.9,-1.0,0.0,1938.1686,
0.05,0.9,,,1941.0538,
0.05,0.9,-1.0,0.0,1949.15745,
0.05,0.9,,,1958.4317,
0.05,0.9,-1.0,1.0,1966.5389,1973.4202
0.05,0.9,-1.0,0.0,1975.49515,
0.05,0.9,-1.0,0.0,1978.517,
0.05,0.9,,,1986.3543,
0.05,0.9,-1.0,0.0,1994.45485,
0.05,0.9,-1.0,0.0,1997.08575,
0.05,0.9,,,1999.95195,
0.05,0.9,-1.0,0.0,2008.0575,
0.05,0.9,-1.0,0.0,2011.35575,
0.05,0.9,-1.0,0.0,2018.01665,
0.05,0.9,,,2026.71205,
0.05,0.9,-1.0,0.0,2034.85015,
0.05,0.9,-1.0,0.0,2037.97825,
0.05,0.9,,,2048.38845,
0.05,0.9,-1.0,0.0,2056.49255,
0.05,0.9,1.0,0.0,2060.52635,
0.05,0.9,,,2068.5297,
0.05,0.9,-1.0,0.0,2076.63225,
0.05,0.9,,,2081.1689,
0.05,0.9,-1.0,0.0,2089.271,
0.05,0.9,,,2094.99155,
0.05,0.9,-1.0,0.0,2103.7181,
0.05,0.9,1.0,1.0,2110.48535,2111.8296
0.05,0.9,,,2121.39475,
0.05,0.9,,,2129.49775,
0.05,0.9,-1.0,0.0,2137.6099,
0.05,0.9,,,2143.63055,
0.05,0.9,-1.0,0.0,2151.73415,
0.05,0.9,-1.0,0.0,2158.44495,
0.05,0.9,1.0,1.0,2160.86745,2163.4873
0.05,0.9,-1.0,0.0,2165.5613,
0.05,0.9,1.0,1.0,2169.53455,2169.6661
0.05,0.9,-1.0,0.0,2171.9391,
0.05,0.9,-1.0,0.0,2174.7341,
0.05,0.9,,,2178.3922,
0.05,0.9,,,2187.24215,
0.05,0.9,,,2195.3442,
0.05,0.9,1.0,1.0,2204.15825,2205.18845
0.05,0.9,,,2210.10635,
0.05,0.9,-1.0,0.0,2218.20835,
0.05,0.9,,,2228.40075,
0.05,0.9,-1.0,0.0,2236.50275,
0.05,0.9,,,2243.82355,
0.05,0.9,,,2251.92665,
0.05,0.9,,,2260.02885,
0.05,0.9,-1.0,0.0,2268.12885,
0.05,0.9,1.0,1.0,2271.036,2273.04355
0.05,0.9,,,2277.6801,
0.05,0.9,,,2285.78215,
0.05,0.9,-1.0,0.0,2293.88415,
0.05,0.9,,,2298.4182,
0.05,0.9,,,2306.52275,
0.05,0.9,-1.0,1.0,2314.62935,2320.5712
0.05,0.9,,,2323.06845,
0.05,0.9,,,2331.17445,
0.05,0.9,,,2339.2769,
0.05,0.9,,,2347.37895,
0.05,0.9,,,2355.4825,
0.05,0.9,-1.0,0.0,2363.5834,
0.05,0.9,-1.0,0.0,2367.27805,
0.05,0.9,1.0,1.0,2371.8047,2377.28105
0.05,0.9,,,2382.61765,
0.0,0.0,,,2390.71925,
